STATIONID,HUC8,season,DRNAREA,US_L3NAME,Richness,richEPT,SHANdivers,DEV,has_aml,unconventional_density,conventional_density,IBI,Small,CG,FC,PR,SC,SH
20020515-1500-DSB,5010006,spring,1.66511199996,Western Allegheny Plateau,36,21,2.88,5.78127174064,0,0.0,0.0,91.1073,1,0.2857142857142857,0.05714285714285714,0.2857142857142857,0.22857142857142856,0.11428571428571428
20020516-1030-DSB,5010003,spring,6.19792976006,North Central Appalachians,28,12,2.34,2.91196810168,0,0.0,0.0,74.166,1,0.14285714285714285,0.14285714285714285,0.39285714285714285,0.14285714285714285,0.14285714285714285
20020516-0930-DSB,5010003,spring,2.40762020104,Western Allegheny Plateau,25,11,2.53,8.18591522189,1,0.0,0.4153479022846038,64.916,1,0.28,0.16,0.36,0.04,0.16
20020516-1232-CAM,2050101,spring,9.40281278433,Northern Allegheny Plateau,31,23,2.61,0.8615733364,0,0.0,0.0,90.3506,1,0.23333333333333334,0.13333333333333333,0.3,0.2,0.13333333333333333
20020517-1129-CAM,2050106,spring,6.22843480343,North Central Appalachians,24,16,2.19,1.95412275263,0,0.0,0.0,78.1981,1,0.08695652173913043,0.17391304347826086,0.43478260869565216,0.17391304347826086,0.13043478260869565
20020517-0909-CAM,2050106,spring,2.73170732631,North Central Appalachians,30,17,2.65,1.04319800973,0,0.0,0.0,94.1908,1,0.1724137931034483,0.10344827586206896,0.4482758620689655,0.13793103448275862,0.13793103448275862
20020524-0869-WQN,5010004,spring,598.259504509,Erie Drift Plain,20,7,2.43,6.04095049873,0,0.0016715154418160297,1.5712245153070679,53.8225,0,0.19047619047619047,0.23809523809523808,0.14285714285714285,0.42857142857142855,0.0
20020530-1558-CAM,5010003,spring,6.72651651781,North Central Appalachians,29,14,2.77,1.24110930602,0,0.0,23.340461527791742,72.7541,1,0.14285714285714285,0.17857142857142858,0.2857142857142857,0.2857142857142857,0.10714285714285714
20020531-0803-WQN,5010006,spring,7666.40053562,Western Allegheny Plateau,25,12,2.15,4.75937089044,1,0.0005217572420609917,3.250025860797917,52.7378,0,0.35714285714285715,0.10714285714285714,0.17857142857142858,0.35714285714285715,0.0
20020808-0190-WQN,2040106,fall,7.42203150652,North Central Appalachians,21,11,1.52,1.26059382658,0,0.0,0.0,46.523,1,0.15,0.2,0.25,0.25,0.15
20020808-0446-WQN,2050206,fall,22.0917910186,North Central Appalachians,28,20,2.07,2.39757812623,0,0.0,0.0,71.1716,1,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.25925925925925924,0.07407407407407407
20020808-0409-WQN,2050206,fall,172.878838193,North Central Appalachians,29,18,2.68,2.05474296448,1,0.0,0.0,89.1233,0,0.3103448275862069,0.1724137931034483,0.2413793103448276,0.27586206896551724,0.0
20020904-0340-WQN,2050106,fall,8.94585495753,Northern Allegheny Plateau,35,23,2.61,2.90321745211,0,0.0,0.0,85.4815,1,0.2857142857142857,0.11428571428571428,0.2857142857142857,0.2,0.11428571428571428
20020920-0730-WQN,5020006,fall,2.64270210485,Central Appalachians,30,18,2.65,6.87911863119,0,0.0,0.0,78.8723,1,0.3333333333333333,0.13333333333333333,0.23333333333333334,0.23333333333333334,0.06666666666666667
20021113-0876-WQN,5010006,spring,0.664507963622,Western Allegheny Plateau,24,14,2.36,5.60753094311,0,0.0,0.0,64.4233,1,0.34782608695652173,0.043478260869565216,0.17391304347826086,0.21739130434782608,0.21739130434782608
20021118-0730-WQN,5020006,spring,2.64471003175,Central Appalachians,26,14,2.46,6.89287643632,0,0.0,0.0,64.616,1,0.37037037037037035,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.18518518518518517
20021120-0192-WQN,2040104,spring,7.5562923113,North Central Appalachians,26,19,2.54,9.66180859327,0,0.0,0.0,89.4888,1,0.24,0.16,0.32,0.16,0.12
20021120-0190-WQN,2040106,spring,7.42442557321,North Central Appalachians,25,17,2.41,1.26590836987,0,0.0,0.0,68.9438,1,0.2,0.2,0.24,0.16,0.2
20021121-0869-WQN,5010004,spring,598.259504509,Erie Drift Plain,32,14,2.84,6.04095049873,0,0.0016715154418160297,1.5745675461906998,60.7158,0,0.23529411764705882,0.08823529411764706,0.11764705882352941,0.4411764705882353,0.08823529411764706
20021210-0340-WQN,2050106,spring,8.94585495753,Northern Allegheny Plateau,31,23,2.82,2.90321745211,0,0.0,0.0,93.7926,1,0.26666666666666666,0.1,0.26666666666666666,0.2,0.16666666666666666
20021210-0803-WQN,5010006,spring,7666.40053562,Western Allegheny Plateau,24,11,2.43,4.75937089044,1,0.0005217572420609917,3.3102888222559614,49.558,0,0.25925925925925924,0.18518518518518517,0.1111111111111111,0.4074074074074074,0.037037037037037035
20021217-0871-WQN,5010003,spring,10.8559726539,North Central Appalachians,22,15,1.9,0.819161915196,0,0.0,0.09211519150619367,66.4345,1,0.3181818181818182,0.13636363636363635,0.18181818181818182,0.18181818181818182,0.18181818181818182
20030317-0446-WQN,2050206,spring,22.0912504229,North Central Appalachians,25,21,2.45,2.39711241817,0,0.0,0.0,90.9631,1,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.25
20030317-0409-WQN,2050206,spring,172.878838193,North Central Appalachians,29,19,2.62,2.05474296448,1,0.0,0.0,97.526,0,0.25,0.10714285714285714,0.2857142857142857,0.32142857142857145,0.03571428571428571
20030327-0871-WQN,5010003,spring,10.8559726539,North Central Appalachians,31,22,2.5,0.819161915196,0,0.0,0.09211519150619367,81.4591,1,0.1935483870967742,0.16129032258064516,0.25806451612903225,0.1935483870967742,0.1935483870967742
20030402-0190-WQN,2040106,spring,7.42203150652,North Central Appalachians,24,13,2.1,1.26059382658,0,0.0,0.0,60.3181,1,0.2916666666666667,0.16666666666666666,0.16666666666666666,0.25,0.125
20030402-1300-dbogar,2040104,spring,2.57497318578,North Central Appalachians,21,16,2.21,1.14718452426,0,0.0,0.0,80.8381,1,0.23809523809523808,0.19047619047619047,0.23809523809523808,0.14285714285714285,0.19047619047619047
20030408-0336-WQN,2040103,spring,46.5006524576,Northern Allegheny Plateau,33,20,2.85,3.13150823255,0,0.0,0.0,93.41515000000001,0,0.3235294117647059,0.08823529411764706,0.14705882352941177,0.38235294117647056,0.058823529411764705
20030408-0340-WQN,2050106,spring,8.94585495753,Northern Allegheny Plateau,30,21,2.84,2.90321745211,0,0.0,0.0,94.5981,1,0.27586206896551724,0.1724137931034483,0.2413793103448276,0.2413793103448276,0.06896551724137931
20030414-1704-GLW,2040106,spring,2.66984773204,North Central Appalachians,19,6,2.01,3.83992363542,0,0.0,0.0,48.2165,1,0.15789473684210525,0.3157894736842105,0.42105263157894735,0.10526315789473684,0.0
20030414-1519-GLW,2040106,spring,2.6814705397,North Central Appalachians,21,10,2.02,9.92612646343,0,0.0,0.0,69.2416,1,0.14285714285714285,0.19047619047619047,0.19047619047619047,0.2857142857142857,0.19047619047619047
20030414-1515-APF,2040106,spring,1.0639309618,North Central Appalachians,14,9,1.71,1.82920190179,0,0.0,0.0,55.747,1,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.35714285714285715,0.2857142857142857
20030414-1400-APF,2040106,spring,2.96613279247,North Central Appalachians,26,16,2.0,1.49580160125,0,0.0,0.0,85.1893,1,0.15384615384615385,0.19230769230769232,0.3076923076923077,0.23076923076923078,0.11538461538461539
20030414-1320-GLW,2040106,spring,11.0534059282,North Central Appalachians,31,17,2.23,1.35474089445,0,0.0,0.0,69.6523,1,0.23333333333333334,0.16666666666666666,0.3,0.16666666666666666,0.13333333333333333
20030414-1300-APF,2040106,spring,7.4125324677,North Central Appalachians,28,18,2.23,1.2622092569,0,0.0,0.0,77.3128,1,0.17857142857142858,0.17857142857142858,0.17857142857142858,0.32142857142857145,0.14285714285714285
20030415-1000-CLW,2040106,spring,1.78574207018,North Central Appalachians,28,10,2.35,14.5093629719,0,0.0,0.0,49.8533,1,0.2857142857142857,0.25,0.25,0.14285714285714285,0.07142857142857142
20030415-1300-CLW,2040106,spring,28.1957343539,North Central Appalachians,28,17,2.24,15.3249474455,0,0.0,0.0,90.25115,0,0.18518518518518517,0.14814814814814814,0.2962962962962963,0.1111111111111111,0.25925925925925924
20030415-1245-APF,2040106,spring,1.56239881597,North Central Appalachians,34,18,2.64,10.1650931738,0,0.0,0.0,78.0068,1,0.08823529411764706,0.17647058823529413,0.29411764705882354,0.20588235294117646,0.20588235294117646
20030415-1146-GLW,2040106,spring,91.9369878137,North Central Appalachians,27,12,2.19,6.9535999664,0,0.0,0.0,67.8933,0,0.19230769230769232,0.15384615384615385,0.3076923076923077,0.3076923076923077,0.038461538461538464
20030415-1025-GLW,2040106,spring,56.4522471107,North Central Appalachians,37,21,2.84,7.29970095023,0,0.0,0.0,90.2881,0,0.2777777777777778,0.1388888888888889,0.3333333333333333,0.2222222222222222,0.027777777777777776
20030415-0948-GLW,2040106,spring,45.8741020353,North Central Appalachians,28,18,2.53,7.31908102402,0,0.0,0.0,83.1045,0,0.2222222222222222,0.2222222222222222,0.18518518518518517,0.3333333333333333,0.037037037037037035
20030415-0905-GLW,2040106,spring,29.9757615552,North Central Appalachians,32,20,2.52,10.4917859623,0,0.0,0.0,83.61840000000001,0,0.16129032258064516,0.16129032258064516,0.22580645161290322,0.3870967741935484,0.06451612903225806
20030415-0900-CLW,2040106,spring,1.91031076624,North Central Appalachians,21,13,1.93,2.59540750323,0,0.0,0.0,63.0628,1,0.3333333333333333,0.19047619047619047,0.23809523809523808,0.19047619047619047,0.047619047619047616
20030415-0813-GLW,2040106,spring,17.1301650224,North Central Appalachians,22,11,1.86,10.6666426224,0,0.0,0.0,57.755,1,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.09090909090909091
20030415-0800-CLW,2040106,spring,5.41001151974,North Central Appalachians,30,15,2.44,0.45180400414,0,0.0,0.0,67.9331,1,0.26666666666666666,0.16666666666666666,0.26666666666666666,0.3,0.0
20030416-1249-GLW,2050106,spring,37.1016238432,North Central Appalachians,36,27,2.99,1.64159469794,1,0.0,0.0,90.5377,0,0.22857142857142856,0.14285714285714285,0.34285714285714286,0.14285714285714285,0.14285714285714285
20030416-1030-AAK,2050203,spring,86.4887484548,North Central Appalachians,31,18,2.29,1.15187313323,0,0.0,0.0,96.6783,0,0.23333333333333334,0.1,0.26666666666666666,0.3,0.1
